a  /ah /a
thursday's  /th er z d ey z /th ur s d ay' s
thursdays  /th er z d ey z /th ur s d ay s
thus  /dh ah s /th u s
thwarted  /th w ao r t ih d /th w a r t e d
thyroid  /th ay r oy d /th y r oi d
tidbits  /t ih d b ih t s /t i d b i t s
tides  /t ay d z /t i de s
tie  /t ay /t ie  
tied  /t ay d /t i ed
tight  /t ay t /t igh t
tiles  /t ay el z /t i le s
tilted  /t ih el t ih d /t i l t e d
tim  /t ih m /t i m
timber  /t ih m b er /t i m b er
time  /t ay m /t i me  
timers  /t ay m er z /t i m er s
times  /t ay m z /t i me s
timing  /t ay m ih ng /t i m i ng
tin  /t ih en /t i n
tinder  /t ih en d er /t i n d er
tinkled  /t ih ng k el d /t i n k l ed
tinsel  /t ih en s el /t i n s el
tiny  /t ay en iy /t i n y
tips  /t ih p s /t i p s
tired  /t ay er d /t i r ed
tissue  /t ih sh uw /t i ss ue  
title  /t ay t el /t i t le  
titter  /t ih t er /t i tt er
to  /t uw /t o
toast  /t ow s t /t oa s t
tobacco  /t ah b ae k ow /t o b a cc o
today  /t ih d ey /t o d ay
today'll  /t ih d ey el /t o d ay' ll
today's  /t ih d ey z /t o d ay' s
todd  /t ao d /t o dd
toddler  /t ao d el er /t o dd l er
toe  /t ow /t oe  
tofu  /t ow f uw /t o f u
together  /t ih g eh dh er /t o g e th er
toilet  /t oy el ih t /t oi l e t
told  /t ow el d /t o l d
tolerated  /t ao el er ey t ih d /t o l er a t e d
toll  /t ow el /t o ll
tom  /t ao m /t o m
tomblike  /t uw m el ay k /t o mb l i ke  
tomboy  /t ao m b oy /t o m b oy
tombstones  /t uw m s t ow en z /t o mb s t o ne s
tomorrow  /t ah m ao r ow /t o m o rr ow  
tongue  /t ah ng /t o ngue  
too  /t uw /t oo
too-naked  /t uw en ey k ih d /t oo- n a k e d
took  /t uh k /t oo k
tool  /t uw el /t oo l
tooth  /t uw th /t oo th
toothbrush  /t uw th b r ah sh /t oo th b r u sh
toothpaste  /t uw th p ey s t /t oo th p a s te  
top  /t ao p /t o p
topography  /t ah p ao g r ah f iy /t o p o g r a ph y
topping  /t ao p ih ng /t o pp i ng
tore  /t ao r /t o re  
torn  /t ao r en /t o r n
tornados  /t ao r en ey d ow z /t o r n a d o s
toss  /t ao s /t o ss
tossed  /t ao s t /t o ss ed
total  /t ow t el /t o t al
touch  /t ah ch /t ou ch
touchdown  /t ah ch d aw en /t ou ch d ow n
touched  /t ah ch t /t ou ch ed
touches  /t ah ch ih z /t ou ch e s
tough  /t ah f /t ou gh
tour  /t uh r /t ou r
toward  /t ao r d /t owa r d
towards  /t ao r d z /t owa r d s
towel  /t aw el /t ow el
town  /t aw en /t ow n
toxic  /t ao k s ih k /t o * x i c
toy  /t oy /t oy
traced  /t r ey s t /t r a c ed
track  /t r ae k /t r a ck
tracks  /t r ae k s /t r a ck s
trade  /t r ey d /t r a de  
tradition  /t r ah d ih sh ih en /t r a d i * * tion
traditionalism  /t r ah d ih sh ih en el ih z m /t r a d i * * tion al i s m
traffic  /t r ae f ih k /t r a ff i c
tragedy  /t r ae jh ih d iy /t r a g e d y
tragic  /t r ae jh ih k /t r a g i c
trail  /t r ey el /t r ai l
train  /t r ey en /t r ai n
training  /t r ey en ih ng /t r ai n i ng
trait  /t r ey t /t r ai t
traits  /t r ey t s /t r ai t s
tranquilizers  /t r ae ng k w ih el ay z er z /t r a n q u i l i z er s
transact  /t r ae en s ae k t /t r a n s a c t
transcendence  /t r ae en s eh en d ih en s /t r a n sc e n d e n ce  
transience  /t r ae en s iy ih en s /t r a n s i e n ce  
transit  /t r ae en s ih t /t r a n s i t
translated  /t r ae en s el ey t ih d /t r a n s l a t e d
transmit  /t r ae en s m ih t /t r a n s m i t
transparent  /t r ae en s p ae r ah en t /t r a n s p a r e n t
trap  /t r ae p /t r a p
trauma  /t r ao m ah /t r au m a
travel  /t r ae v el /t r a v el
traveler  /t r ae v el er /t r a v el er
travelers  /t r ae v el er z /t r a v el er s
travelled  /t r ae v el d /t r a v ell ed
tray  /t r ey /t r ay
treated  /t r iy t ih d /t r ea t e d
treatment  /t r iy t m ah en t /t r ea t m e n t
treats  /t r iy t s /t r ea t s
tree  /t r iy /t r ee
trees  /t r iy z /t r ee s
trembled  /t r eh m b el d /t r e m b l ed
tremor  /t r eh m er /t r e m or
tremulously  /t r eh m y uh el ah s el iy /t r e m * u l ou s l y
trend  /t r eh en d /t r e n d
trend-following  /t r eh en d f ao el ow ih ng /t r e n d- f o ll ow i ng
trends  /t r eh en d z /t r e n d s
trespassing  /t r eh s p ae s ih ng /t r e s p a ss i ng
trial  /t r ay el /t r i al
trials  /t r ay el z /t r i al s
tribes  /t r ay b z /t r i be s
trick  /t r ih k /t r i ck
tried  /t r ay d /t r i ed
tries  /t r ay z /t r ie s
trifle  /t r ay f el /t r i f le  
triggered  /t r ih g er d /t r i gg er ed
trim  /t r ih m /t r i m
trip  /t r ih p /t r i p
trips  /t r ih p s /t r i p s
trish  /t r ih sh /t r i sh
triumphant  /t r ay ah m f ah en t /t r i u m ph a n t
triviality  /t r ih v iy ae el ih t iy /t r i v i a l i t y
tropical  /t r ao p ih k el /t r o p i c al
trouble  /t r ah b el /t r ou b le  
trousers  /t r aw z er z /t r ou s er s
truck  /t r ah k /t r u ck
trucks  /t r ah k s /t r u ck s
true  /t r uw /t r ue  
truism  /t r uw ih z m /t r u i s m
truly  /t r uw el iy /t r u l y
trunks  /t r ah ng k s /t r u n k s
trustworthy  /t r ah s t w er dh iy /t r u s t w or th y
truth  /t r uw th /t r u th
try  /t r ay /t r y
trying  /t r ay ih ng /t r y i ng
tsunami  /t s uw en ao m iy /t s u n a m i
tub  /t ah b /t u b
tube  /t uw b /t u be  
tugboats  /t ah g b ow t s /t u g b oa t s
tumbled  /t ah m b el d /t u m b l ed
tunafish  /t uw en ah f ih sh /t u n a f i sh
tunnels  /t ah en el z /t u nn el s
turbulent  /t er b y uh el ah en t /t ur b * u l e n t
turmoil  /t er m oy el /t ur m oi l
turn  /t er en /t ur n
turned  /t er en d /t ur n ed
turnpikes  /t er en p ay k s /t ur n p i ke s
turns  /t er en z /t ur n s
turpentine  /t er p ah en t ay en /t ur p e n t i ne  
turquoise  /t er k oy z /t ur qu oi se  
tweezers  /t w iy z er z /t w ee z er s
twelfth  /t w eh el f th /t w e l f th
twelve  /t w eh el v /t w e l ve  
twenty  /t w eh en t iy /t w e n t y
twenty-five  /t w eh en t iy f ay v /t w e n t y- f i ve  
twenty-nine  /t w eh en t iy en ay en /t w e n t y- n i ne  
twenty-three  /t w eh en t iy th r iy /t w e n t y- th r ee
twenty-two  /t w eh en t iy t uw /t w e n t y- t wo
twice  /t w ay s /t w i ce  
twigged  /t w ih g d /t w i gg ed
twilight  /t w ay el ay t /t w i l igh t
twins  /t w ih en z /t w i n s
twisted  /t w ih s t ih d /t w i s t e d
twitched  /t w ih ch t /t w i tch ed
two  /t uw /t wo
twofold  /t uw f ow el d /t wo f o l d
tycoons  /t ay k uw en z /t y c oo n s
type  /t ay p /t y pe  
types  /t ay p s /t y pe s
typhoid  /t ay f oy d /t y ph oi d
typhus  /t ay f ah s /t y ph u s
typical  /t ih p ih k el /t y p i c al
typically  /t ih p ih k el iy /t y p i c all y
tyrannical  /t ih r ae en ih k el /t y r a nn i c al
tyranny  /t ih r ae en iy /t y r a nn y
ugly  /ah g el iy /u g l y
ultrasonic  /ah el t r ah s ao en ih k /u l t r a s o n i c
umbrella  /ah m b r eh el ah /u m b r e ll a
unabashed  /ah en ah b ae sh t /u n a b a sh ed
unanimity  /y uw en ih en ih m ah t iy / * u n a n i m i t y
unappreciated  /ah en ah p r iy sh iy ey t ih d /u n a pp r e c i a t e d
unauthentic  /ah en ao th eh en t ih k /u n au th e n t i c
unavailable  /ah en ah v ey el ih b el /u n a v ai l a b le  
unbeatable  /ah en b iy t ah b el /u n b ea t a b le  
unbelievable  /ah en b ah el iy v ah b el /u n b e l ie v a b le  
unbound  /ah en b aw en d /u n b ou n d
unbroken  /ah en b r ow k ih en /u n b r o k e n
uncertain  /ah en s er t en /u n c er tai n
uncommon  /ah en k ao m ah en /u n c o mm o n
unconvincing  /ah en k ah en v ih en s ih ng /u n c o n v i n c i ng
uncover  /ah en k ah v er /u n c o v er
undeniably  /ah en d iy en ay ah b el iy /u n d e n i a b l y
under  /ah en d er /u n d er
under-age  /ah en d er ey jh /u n d er- a ge  
underbrush  /ah en d er b r ah sh /u n d er b r u sh
underfoot  /ah en d er f uh t /u n d er f oo t
understand  /ah en d er s t ae en d /u n d er s t a n d
understanding  /ah en d er s t ae en d ih ng /u n d er s t a n d i ng
understandingly  /ah en d er s t ae en d ih ng el iy /u n d er s t a n d i ng l y
understood  /ah en d er s t uh d /u n d er s t oo d
underwriting  /ah en d er r ay t ih ng /u n d erw r i t i ng
undesirable  /ah en d ih z ay r ah b el /u n d e s i r a b le  
unduly  /ah en d uw el iy /u n d u l y
uneasily  /ah en iy z ah el iy /u n ea s i l y
uneasy  /ah en iy z iy /u n ea s y
unenthusiastic  /ah en ih en th uw z iy ae s t ih k /u n e n th u s i a s t i c
unevenly  /ah en iy v ah en el iy /u n e v e n l y
unexpected  /ah en ih k s p eh k t ih d /u n e * x p e c t e d
unexpectedly  /ah en ih k s p eh k t ih d el iy /u n e * x p e c t e d l y
unfenced  /ah en f eh en s t /u n f e n c ed
unfortunately  /ah en f ao r ch ih en ih t el iy /u n f o r t u n a t el y
unfortunates  /ah en f ao r ch ih en ih t s /u n f o r t u n a te s
unhappy  /ah en hh ae p iy /u n h a pp y
unhurried  /ah en hh er iy d /u n h urr i ed
uni-  /y uw en iy / * u n i-  
uni-directional  /y uw en iy d er eh k sh ih en el / * u n i- d ir e c * * tion al
uniforms  /y uw en ih f ao r m z / * u n i f o r m s
uninterrupted  /ah en ih en t er ah p t ih d /u n i n t err u p t e d
union  /y uw en y ih en / * u n i o n
unions  /y uw en y ih en z / * u n i o n s
uniqueness  /y uw en iy k en ih s / * u n i qu en e ss
unit  /y uw en ih t / * u n i t
units  /y uw en ih t s / * u n i t s
unity  /y uw en ih t iy / * u n i t y
universality  /y uw en ih v er s ae el ih t iy / * u n i v er s a l i t y
universe  /y uw en ah v er s / * u n i v er se  
university  /y uw en ih v er s ih t iy / * u n i v er s i t y
university-wide  /y uw en ih v er s ih t iy w ay d / * u n i v er s i t y- w i de  
unjustified  /ah en jh ah s t ih f ay d /u n j u s t i f i ed
unknown  /ah en ow en /u nkn ow n
unless  /ah en el eh s /u n l e ss
unlimited  /ah en el ih m ih t ih d /u n l i m i t e d
unlined  /ah en el ay en d /u n l i n ed
unlucky  /ah en el ah k iy /u n l u ck y
unmagnified  /ah en m ae g en ih f ay d /u n m a g n i f i ed
unnecessarily  /ah en eh s ih s eh r ah el iy /u nn e c e ss a r i l y
unoccupied  /ah en ao k y uw p ay d /u n o cc * u p i ed
unpleasant  /ah en p el eh z en t /u n p l ea sa n t
unquestionably  /ah en k w eh s ch ih en ah b el iy /u n q u e s t i on a b l y
unrealistic  /ah en r iy el ih s t ih k /u n r e al i s t i c
unreasoning  /ah en r iy z en ih ng /u n r ea s on i ng
unseen  /ah en s iy en /u n s ee n
unspecified  /ah en s p eh s ih f ay d /u n s p e c i f i ed
unstuck  /ah en s t ah k /u n s t u ck
unsuspecting  /ah en s ah s p eh k t ih ng /u n s u s p e c t i ng
until  /ah en t ih el /u n t i l
untimely  /ah en t ay m el iy /u n t i m el y
unusual  /ah en y uw sh uw el /u n * u s u al
unusually  /ah en y uw sh uw ah el iy /u n * u s u a ll y
unwaveringly  /ah en w ey v er ih ng /u n w a v er i ngly  
up  /ah p /u p
upbeat  /ah p b iy t /u p b ea t
upbringing  /ah p b r ih ng ih ng /u p b r i ng i ng
updating  /ah p d ey t ih ng /u p d a t i ng
upgrade  /ah p g r ey d /u p g r a de  
uplift  /ah p el ih f t /u p l i f t
upon  /ah p ao en /u p o n
upper  /ah p er /u pp er
upside  /ah p s ay d /u p s i de  
upstairs  /ah p s t ae r z /u p s t ai r s
upward  /ah p w er d /u p w ar d
urchins  /er ch ih en z /ur ch i n s
uremia  /y uh r iy m iy ah / * u r e m i a
urethane  /y uh r ah th ey en / * u r e th a ne  
urge  /er jh /ur ge  
urged  /er jh d /ur g ed
urgent  /er jh ih en t /ur g e n t
urges  /er jh ih z /ur g e s
urging  /er jh ih ng /ur g i ng
us  /ah s /u s
usages  /y uw s ih jh ih z / * u s a g e s
used  /y uw z d / * u s ed
useful  /y uw s f el / * u se fu l
useless  /y uw s el ah s / * u s el e ss
uses  /y uw z ih z / * u s e s
use~n  /y uw s / * u se
use~v  /y uw z / * u se
using  /y uw z ih ng / * u s i ng
usual  /y uw sh uw el / * u s u al
usually  /y uw sh uw ah el iy / * u s u a ll y
utilizing  /y uw t ah el ay z ih ng / * u t i l i z i ng
utmost  /ah t m ow s t /u t m o s t
utopianism  /y uw t ow p iy en ih z m / * u t o p ia n i s m
utopians  /y uw t ow p iy en z / * u t o p ia n s
utter  /ah t er /u tt er
vacant  /v ey k ih en t /v a c a n t
vacation  /v ey k ey sh ih en /v a c a * * tion
vacuum  /v ae k y uw m /v a c * uu m
vagabond  /v ae g ah b ao en d /v a g a b o n d
vaguely  /v ey g el iy /v a gu el y
vain  /v ey en /v ai n
valiant  /v ae el y ah en t /v a l i a n t
validated  /v ae el ah d ey t ih d /v a l i d a t e d
validity  /v ah el ih d ih t iy /v a l i d i t y
valley  /v ae el iy /v a ll ey  
valleys  /v ae el iy z /v a ll ey s
valuables  /v ae el y uh b el z /v a l * ua b le s
value  /v ae el y uw /v a l * ue  
values  /v ae el y uw z /v a l * ue s
vanilla  /v ah en ih el ah /v a n i ll a
vanished  /v ae en ih sh t /v a n i sh ed
vanishing  /v ae en ih sh ih ng /v a n i sh i ng
vanquished  /v ae en k w ih sh t /v a n q u i sh ed
vapor  /v ey p er /v a p or
vaporization  /v ey p er ah z ey sh ih en /v a p or i z a * * tion
variable  /v ae r iy ah b el /v a r i a b le  
variety  /v er ay ah t iy /v ar i e t y
various  /v ae r iy ah s /v a r i ou s
vascular  /v ae s k y uh el er /v a s c * u l ar
vases  /v ey s ih z /v a s e s
vaudeville  /v ao d v el /v au de vi lle  
vault  /v ao el t /v au l t
vaulting  /v ao el t ih ng /v au l t i ng
veer  /v ih r /v ee r
veered  /v ih r d /v ee r ed
vegetable  /v eh jh t ah b el /v e ge t a b le  
vegetables  /v eh jh t ah b el z /v e ge t a b le s
vehicles  /v iy hh ih k el z /v e h i c le s
velocities  /v ah el ao s ih t iy z /v e l o c i t ie s
velocity  /v ah el ao s ih t iy /v e l o c i t y
vending  /v eh en d ih ng /v e n d i ng
ventures  /v eh en ch er z /v e n t ure s
verb  /v er b /v er b
verbal  /v er b el /v er b al
verbalize  /v er b ah el ay z /v er b a l i ze  
vermouth  /v er m uw th /v er m ou th
verse  /v er s /v er se  
verses  /v er s ih z /v er s e s
vertebral  /v er t ah b r el /v er t e b r al
vertigo  /v er t ih g ow /v er t i g o
very  /v eh r iy /v e r y
veterans'  /v eh t er ah en z /v e t er a n s'  
veterinarian  /v eh t er ah en eh r iy ah en /v e t er i n a r i a n
vices  /v ay s ih z /v i c e s
victim  /v ih k t ah m /v i c t i m
victims  /v ih k t ah m z /v i c t i m s
victor  /v ih k t er /v i c t or
vietnamese  /v iy eh t en ao m iy z /v i e t n a m e se  
view  /v y uw /v * iew  
viewpoint  /v y uw p oy en t /v * iew p oi n t
views  /v y uw z /v * iew s
vigilance  /v ih jh el ah en s /v i gi l a n ce  
vigorous  /v ih g er ah s /v i g or ou s
village  /v ih el ih jh /v i ll a ge  
villains  /v ih el ih en z /v i ll ai n s
violates  /v ay ah el ey t s /v i o l a te s
violence  /v ay el ah en s /v io l e n ce  
violent  /v ay el ah en t /v io l e n t
violently  /v ay el ah en t el iy /v io l e n t l y
violin  /v ay ah el ih en /v i o l i n
virtually  /v er ch uw ah el iy /v ir t u a ll y
virtue  /v er ch uw /v ir t ue  
virtues  /v er ch uw z /v ir t ue s
virtuous  /v er ch uw ih s /v ir t u ou s
virus  /v ay r ih s /v i r u s
visage  /v ih z ih jh /v i s a ge  
viscosity  /v ih s k ao s ih t iy /v i s c o s i t y
visibly  /v ih z ih b el iy /v i s i b l y
vision  /v ih sh ih en /v i si o n
visit  /v ih z ih t /v i s i t
visiting  /v ih z ih t ih ng /v i s i t i ng
visitor  /v ih z ih t er /v i s i t or
visitors  /v ih z ih t er z /v i s i t or s
visual  /v ih sh uw el /v i s u al
visually  /v ih sh uw ah el iy /v i s u a ll y
vital  /v ay t el /v i t al
vitality  /v ay t ae el ih t iy /v i t a l i t y
vitamin  /v ay t ah m ah en /v i t a m i n
vitamin-and-iron  /v ay t ah m ah en ae en d ay er en /v i t a m i n- a n d- i r on
vivid  /v ih v ih d /v i v i d
vividly  /v ih v ih d el iy /v i v i d l y
vocabulary  /v ow k ae b y uh el eh r iy /v o c a b * u l a r y
vocational  /v ow k ey sh ih en el /v o c a * * tion al
vodka  /v ao d k ah /v o d k a
voice  /v oy s /v oi ce  
voltages  /v ow el t ih jh ih z /v o l t a g e s
volume  /v ao el y uw m /v o l * u me  
volumes  /v ao el y uw m z /v o l * u me s
volunteered  /v ao el ih en t ih r d /v o l u n t ee r ed
volunteers  /v ao el ih en t ih r z /v o l u n t ee r s
votes  /v ow t s /v o te s
voyage  /v oy ih jh /v oy a ge  
wadded  /w ao d ih d /w a dd e d
wage  /w ey jh /w a ge  
wagon  /w ae g ih en /w a g o n
wagons  /w ae g ih en z /w a g o n s
wait  /w ey t /w ai t
waited  /w ey t ih d /w ai t e d
waiting  /w ey t ih ng /w ai t i ng
wake  /w ey k /w a ke  
waking  /w ey k ih ng /w a k i ng
walk  /w ao k /w al k
walked  /w ao k t /w al k ed
walking  /w ao k ih ng /w al k i ng
wall  /w ao el /w a ll
walls  /w ao el z /w a ll s
wandered  /w ao en d er d /w a n d er ed
wanna  /w ah en ah / *w a nn a
want  /w ao en t /w a n t
wanted  /w ao en t ih d /w a n t e d
wants  /w ao en t s /w a n t s
war  /w ao r /w a r
ward  /w ao r d /w a r d
wardrobe  /w ao r d r ow b /w a r d r o be  
warfare  /w ao r f ae r /w a r f a re  
warlike  /w ao r el ay k /w a r l i ke  
warm  /w ao r m /w a r m
warmish  /w ao r m ih sh /w a r m i sh
warmongering  /w ao r m ao ng g er ih ng /w a r m o n g er i ng
warmth  /w ao r m th /w a r m th
warn  /w ao r en /w a r n
warningly  /w ao r en ih ng el iy /w a r n i ng l y
warping  /w ao r p ih ng /w a r p i ng
warrior  /w ao r iy er /w a rr i or
was  /w ah z / *w a s
wash  /w ao sh /w a sh
washer  /w ao sh er /w a sh er
washing  /w ao sh ih ng /w a sh i ng
washington  /w ao sh ih ng t ah en /w a sh i ng t o n
wasn't  /w ah z en t / *w a s n' t
wasp  /w ao s p /w a s p
waste  /w ey s t /w a s te  
watch  /w ao ch /w a tch  
watched  /w ao ch t /w a tch ed
watches  /w ao ch ih z /w a tch e s
water  /w ao t er /w a t er
waters  /w ao t er z /w a t er s
wave  /w ey v /w a ve  
wave-setting  /w ey v s eh t ih ng /w a ve- s e tt i ng
waves  /w ey v z /w a ve s
wax  /w ae k s /w a * x
waxing  /w ae k s ih ng /w a * x i ng
waxy  /w ae k s iy /w a * x y
way  /w ey /w ay
ways  /w ey z /w ay s
we  /w iy /w e
we'd  /w iy d /w e' d
we'll  /w ih el /w e' ll
we're  /w ih r /w e' re  
we've  /w iy v /w e' ve  
weakens  /w iy k ih en z /w ea k e n s
weakness  /w iy k en ih s /w ea k n e ss
wealth  /w eh el th /w ea l th
wealthy  /w eh el th iy /w ea l th y
weapon  /w eh p ah en /w ea p o n
wear  /w ae r /w ea r
weary  /w ih r iy /w ea r y
weather  /w eh dh er /w ea th er
weatherproof  /w eh dh er p r uw f /w ea th er p r oo f
weatherstrip  /w eh dh er s t r ih p /w ea th er s t r i p
weave  /w iy v /w ea ve  
web  /w eh b /w e b
webbed  /w eh b d /w e bb ed
wedded  /w eh d ih d /w e dd e d
wedding  /w eh d ih ng /w e dd i ng
week  /w iy k /w ee k
weekday  /w iy k d ey /w ee k d ay
weekend  /w iy k eh en d /w ee k e n d
weeks  /w iy k s /w ee k s
weeping  /w iy p ih ng /w ee p i ng
welcome  /w eh el k ah m /w e l c o me  
welcomed  /w eh el k ah m d /w e l c o m ed
welfare  /w eh el f ae r /w e l f a re  
